Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Landing Gear,Steel,17,New,North America,Gulfstream,A320,Automotive Components,317,121,8063,615,865,121,1502,393,91.39511091,4.740866634,4.386077215,0.9799515578,33.77245405,76.08934396,196,7448,744,1109,0.3547894194,97.99515578,33.77245405
Avionics,Titanium,39,Used,North America,Gulfstream,A320,Building Materials,977,130,2063,358,780,36,1436,250,66.09071444,3.303181572,4.816975015,0.5326996324,39.14397269,3.392732072,847,1705,744,1186,-1.513793443,53.26996324,39.14397269
Wing,Composite,32,New,Europe,Embraer,G650,Furniture,762,119,8187,512,215,123,3156,445,64.10483928,6.401942155,4.379698286,0.4442798328,98.9381151,68.22063365,643,7675,92,2711,2.022243869,44.42798328,98.9381151
Wing,Aluminum,43,Used,Australia,Embraer,737,Art Installations,684,100,3369,632,986,133,3232,162,83.57050001,1.155419681,2.213887761,0.1616800068,60.19975376,82.80968109,584,2737,853,3070,-1.05846808,16.16800068,60.19975376
Engine,Composite,0,Used,Africa,Gulfstream,A320,Art Installations,404,57,9670,344,432,155,1546,335,71.77106736,1.42126956,3.477765307,0.04212345947,69.16363705,5.212418115,347,9326,277,1211,-2.056495747,4.212345947,69.16363705
Engine,Composite,1,New,North America,Gulfstream,A320,Aircraft Maintenance,200,86,6747,332,809,51,775,125,76.23178766,2.336295482,4.496543005,0.6792005319,29.19600905,18.03268201,114,6415,758,650,-2.160247523,67.92005319,29.19600905
Avionics,Aluminum,34,New,Europe,Embraer,A320,Building Materials,397,72,7208,685,161,147,543,346,85.82988918,6.736079595,3.322582084,0.7703637275,87.25362019,77.08157295,325,6523,14,197,3.413497511,77.03637275,87.25362019
Avionics,Composite,32,Used,South America,Cessna,CRJ900,Building Materials,342,88,5490,618,477,117,1697,475,73.87071799,7.465837779,2.529561502,0.3993320152,85.66109183,91.20462264,254,4872,360,1222,4.936276278,39.93320152,85.66109183
Avionics,Aluminum,45,New,Europe,Gulfstream,A320,Building Materials,160,185,6080,873,301,138,1069,307,61.47283709,8.19501812,2.22458927,0.8543333306,42.19787176,11.49285822,-25,5207,163,762,5.97042885,85.43333306,42.19787176
Avionics,Aluminum,38,Used,Africa,Gulfstream,E175,Automotive Components,116,43,1878,916,609,152,2365,283,83.84752345,6.281377359,3.154976044,0.9540468489,19.46900548,46.91044363,73,962,457,2082,3.126401316,95.40468489,19.46900548
Avionics,Composite,43,New,Australia,Boeing,A320,Automotive Components,991,50,5571,254,115,142,1845,347,77.11615856,4.346399428,3.066426901,0.2941440522,33.2415452,97.87084023,941,5317,-27,1498,1.279972527,29.41440522,33.2415452
Engine,Steel,8,Used,Asia,Bombardier,G650,Automotive Components,437,87,6082,705,783,48,706,133,71.62534417,6.461176055,4.881179047,0.9846080415,79.476813,47.30860939,350,5377,735,573,1.579997008,98.46080415,79.476813
Landing Gear,Titanium,45,New,South America,Cessna,CRJ900,Art Installations,879,96,1392,840,299,160,3748,279,61.24011874,8.957167149,1.653299407,0.3680164465,39.46948032,44.73634929,783,552,139,3469,7.303867742,36.80164465,39.46948032
Wing,Titanium,40,Used,Asia,Airbus,A320,Building Materials,247,88,1947,719,983,32,3618,407,89.41336953,9.001073634,4.874871676,0.7674500089,88.74717252,88.6657174,159,1228,951,3211,4.126201957,76.74500089,88.74717252
Fuselage,Composite,18,Used,North America,Cessna,Citation X,Automotive Components,226,159,1951,788,589,100,2977,108,50.81095735,5.150443777,2.688641099,0.5876600791,21.41110556,97.71042874,67,1163,489,2869,2.461802678,58.76600791,21.41110556
Fuselage,Aluminum,32,Used,South America,Boeing,A320,Building Materials,256,105,4499,912,908,72,2156,386,60.87370812,5.883909538,4.943610845,0.246851795,88.64538077,50.657832,151,3587,836,1770,0.9402986925,24.6851795,88.64538077
Avionics,Steel,45,New,Australia,Embraer,A320,Art Installations,332,49,6388,978,751,168,3099,138,76.67202798,6.067382662,1.865648818,0.8314704199,24.43462606,56.11144484,283,5410,583,2961,4.201733843,83.14704199,24.43462606
Fuselage,Steel,10,New,Europe,Boeing,G650,Art Installations,254,161,3539,433,760,186,4562,172,58.71875212,6.336192027,3.557396128,0.2150737539,7.297358072,24.05804624,93,3106,574,4390,2.778795898,21.50737539,7.297358072
Engine,Titanium,35,New,South America,Bombardier,G650,Building Materials,533,155,7336,228,278,123,1670,332,70.93358929,1.296188878,3.271504506,0.8619216603,75.05956618,63.6174744,378,7108,155,1338,-1.975315628,86.19216603,75.05956618
Avionics,Titanium,41,Used,North America,Gulfstream,G650,Automotive Components,663,122,9239,907,709,62,1713,284,76.79189854,4.700514188,1.397779248,0.1705729578,17.20322225,98.26301185,541,8332,647,1429,3.30273494,17.05729578,17.20322225
Landing Gear,Composite,26,Used,Australia,Boeing,Citation X,Aircraft Maintenance,438,103,7305,730,788,90,4067,101,68.00484926,1.028884498,2.700680763,0.3513186248,39.84087633,55.27337087,335,6575,698,3966,-1.671796265,35.13186248,39.84087633
Engine,Composite,43,New,South America,Airbus,737,Automotive Components,925,37,8337,205,951,40,1168,363,63.99621418,7.454427972,4.840036433,0.5850890564,32.94584477,76.56291544,888,8132,911,805,2.614391539,58.50890564,32.94584477
Fuselage,Titanium,3,New,South America,Bombardier,A320,Aircraft Maintenance,310,105,9109,338,965,83,3696,263,84.33523737,2.983808348,4.764665903,0.7567300649,67.50019584,87.22728494,205,8771,882,3433,-1.780857555,75.67300649,67.50019584
Landing Gear,Titanium,15,New,Europe,Boeing,Citation X,Aircraft Maintenance,845,55,2076,491,486,106,4182,244,76.94633821,9.653507788,4.966117635,0.8947973368,51.811902,42.23292467,790,1585,380,3938,4.687390153,89.47973368,51.811902
Fuselage,Titanium,28,New,Africa,Embraer,A320,Art Installations,672,180,2608,992,431,27,4610,347,92.28154321,4.487697394,1.957231879,0.06714801274,94.16375395,28.52004407,492,1616,404,4263,2.530465515,6.714801274,94.16375395
Fuselage,Steel,1,Used,Australia,Bombardier,E175,Automotive Components,550,166,7991,606,939,125,2692,442,72.19880709,8.196605468,2.613597688,0.8819759145,95.74367948,33.89266262,384,7385,814,2250,5.58300778,88.19759145,95.74367948
Fuselage,Aluminum,0,New,South America,Embraer,Citation X,Furniture,531,109,9992,870,270,150,2074,492,73.24952805,5.307101289,1.247386012,0.7652209073,36.54517785,37.05281044,422,9122,120,1582,4.059715277,76.52209073,36.54517785
Avionics,Titanium,13,Used,Australia,Airbus,CRJ900,Furniture,651,182,1351,886,435,165,4272,121,88.15516132,1.587351963,3.645197583,0.7524436547,35.48082478,33.25259129,469,465,270,4151,-2.05784562,75.24436547,35.48082478
Landing Gear,Aluminum,31,New,Asia,Bombardier,A320,Furniture,263,157,2854,742,966,132,3774,381,81.94944548,9.23704113,2.883005386,0.9513211666,99.18707407,76.76940367,106,2112,834,3393,6.354035744,95.13211666,99.18707407
Wing,Titanium,6,Used,Europe,Airbus,E175,Building Materials,943,85,1438,632,669,101,2457,242,58.31511409,9.999791335,3.818602091,0.6354455179,37.63157291,22.11519157,858,806,568,2215,6.181189244,63.54455179,37.63157291
Landing Gear,Steel,44,Used,Australia,Embraer,E175,Furniture,940,179,8439,680,741,96,4845,319,57.67342695,6.67708048,3.638680925,0.5930803393,76.77671375,66.57059312,761,7759,645,4526,3.038399555,59.30803393,76.77671375
Engine,Aluminum,17,New,Africa,Bombardier,737,Building Materials,484,30,4910,823,983,161,2867,175,75.51520917,1.237158707,2.537564692,0.4565177457,5.731456865,28.2819826,454,4087,822,2692,-1.300405985,45.65177457,5.731456865
Wing,Steel,30,Used,Australia,Gulfstream,Citation X,Aircraft Maintenance,547,143,3958,599,880,156,1263,265,81.33487465,5.71133677,1.059052505,0.7106939585,89.3346078,32.74685182,404,3359,724,998,4.652284265,71.06939585,89.3346078
Fuselage,Titanium,23,New,South America,Boeing,CRJ900,Automotive Components,457,171,6009,765,344,39,2494,205,65.00564037,1.865382538,3.774780666,0.3909705521,94.35933981,6.679624899,286,5244,305,2289,-1.909398128,39.09705521,94.35933981
Engine,Titanium,36,Used,North America,Cessna,Citation X,Art Installations,407,162,9153,730,502,30,570,112,67.14005075,9.208505031,2.672917588,0.130736367,65.6835963,94.46056702,245,8423,472,458,6.535587443,13.0736367,65.6835963
Avionics,Composite,17,New,Europe,Gulfstream,G650,Aircraft Maintenance,160,92,3319,806,852,113,4781,120,91.31253939,8.654210552,3.743055493,0.9220736709,54.93341821,50.56548918,68,2513,739,4661,4.911155059,92.20736709,54.93341821
Landing Gear,Steel,31,Used,Australia,Bombardier,G650,Automotive Components,928,112,8742,334,294,148,3481,244,66.04427536,4.693516666,3.703644013,0.7458572959,14.25898826,26.87734525,816,8408,146,3237,0.9898726523,74.58572959,14.25898826
Fuselage,Composite,46,Used,Africa,Airbus,A320,Art Installations,847,84,6012,357,976,170,3926,165,77.71896984,9.169486624,1.407055098,0.9617477378,11.08551059,53.21109057,763,5655,806,3761,7.762431526,96.17477378,11.08551059
Avionics,Steel,13,Used,Africa,Embraer,737,Building Materials,599,124,7694,898,513,59,2532,396,54.72141584,9.475143923,2.901473329,0.9963964546,2.275741105,4.224405984,475,6796,454,2136,6.573670594,99.63964546,2.275741105
Landing Gear,Aluminum,41,Used,Africa,Bombardier,CRJ900,Building Materials,141,132,4511,548,707,193,4755,142,94.71452522,9.155861291,1.818368961,0.5613724004,25.95087977,55.44564125,9,3963,514,4613,7.33749233,56.13724004,25.95087977
Engine,Steel,11,New,Asia,Bombardier,A320,Art Installations,941,39,5598,334,454,94,3903,286,54.92812686,4.02593714,1.52734174,0.6367055382,63.03843175,84.31804036,902,5264,360,3617,2.4985954,63.67055382,63.03843175
Engine,Aluminum,26,Used,Australia,Cessna,Citation X,Aircraft Maintenance,272,147,4951,889,438,31,4262,411,62.23153203,3.265198834,2.988617064,0.7100165597,43.50469085,38.44907189,125,4062,407,3851,0.2765817696,71.00165597,43.50469085
Avionics,Steel,17,Used,Asia,Cessna,G650,Furniture,355,188,9211,405,951,46,1842,480,81.40369052,1.623747284,3.724139011,0.4496738374,89.7826738,49.12946393,167,8806,905,1362,-2.100391727,44.96738374,89.7826738
Engine,Titanium,32,Used,Africa,Cessna,Citation X,Aircraft Maintenance,417,144,7218,278,352,20,3422,177,60.84983262,2.582775072,3.748117847,0.6831372667,75.04569156,63.42096448,273,6940,332,3245,-1.165342775,68.31372667,75.04569156
Engine,Titanium,15,Used,North America,Gulfstream,737,Furniture,786,111,9966,295,495,99,3010,300,90.59310079,6.186704753,1.335190081,0.1932666448,31.84550964,73.06407077,675,9671,396,2710,4.851514672,19.32666448,31.84550964
Engine,Titanium,13,New,Europe,Airbus,Citation X,Aircraft Maintenance,328,86,9773,579,950,40,3579,219,71.4399475,7.116776101,2.864129853,0.5277701183,37.55411485,92.46753115,242,9194,910,3360,4.252646247,52.77701183,37.55411485
Engine,Steel,14,New,South America,Boeing,Citation X,Aircraft Maintenance,354,125,7778,927,109,124,722,481,59.44157763,4.75368161,3.967359352,0.1959670439,42.89054769,9.299173435,229,6851,-15,241,0.7863222582,19.59670439,42.89054769
Landing Gear,Titanium,28,New,Asia,Airbus,Citation X,Automotive Components,852,127,6669,292,313,33,2941,100,64.57206576,7.546953568,2.967853702,0.8778292427,5.366398579,26.87336399,725,6377,280,2841,4.579099866,87.78292427,5.366398579
Avionics,Aluminum,22,Used,South America,Airbus,Citation X,Art Installations,126,132,2897,720,536,72,2715,272,79.04146337,6.422532377,2.394356501,0.9304319144,62.28821981,81.34710458,-6,2177,464,2443,4.028175877,93.04319144,62.28821981
Fuselage,Steel,11,New,Europe,Cessna,Citation X,Building Materials,954,63,8095,223,318,96,2998,312,59.20288485,8.557602831,4.113510531,0.789876141,32.88411476,7.562708567,891,7872,222,2686,4.444092299,78.9876141,32.88411476
Wing,Aluminum,31,Used,Australia,Gulfstream,Citation X,Aircraft Maintenance,204,22,8861,299,508,39,2063,271,61.44288293,6.269129072,2.363600099,0.9123039576,13.03971006,67.79682034,182,8562,469,1792,3.905528973,91.23039576,13.03971006
Avionics,Aluminum,31,Used,Africa,Boeing,E175,Aircraft Maintenance,693,167,8477,728,866,120,4076,407,68.72743456,7.159027254,3.837534004,0.4311407851,81.18657809,13.79569701,526,7749,746,3669,3.32149325,43.11407851,81.18657809
Avionics,Titanium,12,New,Africa,Cessna,G650,Furniture,726,102,2043,386,111,176,2213,158,93.87426978,6.020098324,1.142219105,0.5617267062,22.95599419,82.7515048,624,1657,-65,2055,4.877879219,56.17267062,22.95599419
Avionics,Aluminum,35,Used,Africa,Boeing,G650,Furniture,234,69,4257,203,952,44,3302,242,81.21389652,5.11158284,2.447427069,0.5125541466,22.30518553,8.538329457,165,4054,908,3060,2.664155771,51.25541466,22.30518553
Fuselage,Composite,49,New,North America,Gulfstream,Citation X,Building Materials,543,31,9258,632,534,91,4173,273,76.87300053,9.315004777,4.521752388,0.2097394632,85.84533348,73.65672492,512,8626,443,3900,4.793252389,20.97394632,85.84533348
Engine,Steel,8,Used,Asia,Gulfstream,E175,Furniture,414,127,4692,604,994,188,1424,423,88.69140245,6.155597158,4.367264181,0.1200025394,52.42281061,52.14013556,287,4088,806,1001,1.788332977,12.00025394,52.42281061
Wing,Titanium,6,Used,South America,Embraer,Citation X,Art Installations,523,176,6441,586,757,113,3485,227,92.72899932,4.024763925,1.286616254,0.4415173099,86.54186801,47.62656273,347,5855,644,3258,2.738147671,44.15173099,86.54186801
Wing,Aluminum,34,New,Africa,Gulfstream,A320,Art Installations,863,96,4144,499,893,140,3834,234,56.33948081,4.481205602,4.397855663,0.3924149839,38.2260135,27.3239692,767,3645,753,3600,0.08334993948,39.24149839,38.2260135
Landing Gear,Composite,15,Used,Australia,Airbus,Citation X,Automotive Components,687,121,6223,592,527,27,4989,257,63.73159806,1.12626556,1.814801935,0.2157057496,42.21922099,70.04082108,566,5631,500,4732,-0.6885363746,21.57057496,42.21922099
Landing Gear,Titanium,14,New,South America,Airbus,CRJ900,Aircraft Maintenance,948,67,1056,973,318,166,3087,101,77.46217832,2.092174135,3.794064951,0.8548402877,96.06899061,34.43471684,881,83,152,2986,-1.701890816,85.48402877,96.06899061
Fuselage,Composite,44,New,Europe,Cessna,737,Aircraft Maintenance,786,174,4761,549,327,170,1318,266,76.30579281,6.697932613,1.423383923,0.4801681118,91.90519192,1.567451228,612,4212,157,1052,5.27454869,48.01681118,91.90519192
Fuselage,Steel,45,Used,North America,Boeing,E175,Furniture,762,113,8214,594,613,49,3147,137,61.61832911,1.271142923,1.778417559,0.7003815489,28.55167526,75.09462636,649,7620,564,3010,-0.507274636,70.03815489,28.55167526
Avionics,Composite,32,New,South America,Embraer,737,Automotive Components,540,62,1941,779,160,47,4462,301,50.04797364,3.512703739,1.562319126,0.360341416,87.45828564,39.48365943,478,1162,113,4161,1.950384613,36.0341416,87.45828564
Avionics,Steel,31,New,Africa,Airbus,E175,Aircraft Maintenance,311,102,5020,956,503,31,3691,160,75.93317303,9.716702877,3.192569763,0.9858755015,98.09215446,45.05734196,209,4064,472,3531,6.524133114,98.58755015,98.09215446
Wing,Aluminum,6,New,Australia,Cessna,737,Aircraft Maintenance,431,156,2605,618,509,80,2671,172,61.58885924,9.937281931,3.524752419,0.9120004722,39.88117588,27.32774742,275,1987,429,2499,6.412529512,91.20004722,39.88117588
Fuselage,Composite,31,New,North America,Bombardier,CRJ900,Aircraft Maintenance,416,148,4608,488,872,86,4877,382,82.74708912,4.15377282,3.70341013,0.07446379713,28.35172193,48.07759761,268,4120,786,4495,0.4503626899,7.446379713,28.35172193
Engine,Titanium,37,New,Europe,Boeing,A320,Aircraft Maintenance,936,110,6590,633,130,143,2175,359,88.13081729,6.111749767,1.011424806,0.4041793115,90.54093409,56.52032791,826,5957,-13,1816,5.100324961,40.41793115,90.54093409
Landing Gear,Steel,5,Used,Australia,Gulfstream,G650,Furniture,527,48,5533,221,136,89,2520,121,93.30009094,3.108499617,2.031533783,0.8839689814,23.85823614,23.02413117,479,5312,47,2399,1.076965834,88.39689814,23.85823614
Wing,Titanium,36,Used,Australia,Cessna,CRJ900,Aircraft Maintenance,959,170,3705,572,693,182,1669,119,54.08484168,6.583051174,2.651838259,0.5650775305,34.69453321,12.54692509,789,3133,511,1550,3.931212915,56.50775305,34.69453321
Fuselage,Composite,14,Used,Africa,Cessna,A320,Furniture,648,24,9676,393,368,154,1190,368,61.14290538,2.132129279,1.420364224,0.8832121501,20.04120616,4.358068279,624,9283,214,822,0.7117650552,88.32121501,20.04120616
Wing,Steel,6,Used,Australia,Embraer,CRJ900,Aircraft Maintenance,711,115,2763,221,466,60,2583,122,81.3447285,8.634607222,2.974621454,0.9627313998,51.57291954,32.08866677,596,2542,406,2461,5.659985767,96.27313998,51.57291954
Avionics,Titanium,14,Used,South America,Cessna,G650,Art Installations,410,94,4408,637,627,90,3094,194,66.74064545,6.662331553,3.798287095,0.8182547533,21.53364637,32.55336901,316,3771,537,2900,2.864044458,81.82547533,21.53364637
Engine,Steel,38,New,Africa,Cessna,737,Furniture,832,39,8973,701,587,59,3836,309,60.44739971,2.237562315,1.984585824,0.4097833962,88.78640089,38.86585159,793,8272,528,3527,0.2529764912,40.97833962,88.78640089
Fuselage,Steel,23,Used,North America,Embraer,CRJ900,Art Installations,292,195,4745,385,496,69,2976,190,92.72167141,8.723595568,1.369446054,0.7676880133,40.18650275,31.71548325,97,4360,427,2786,7.354149514,76.76880133,40.18650275
Engine,Composite,39,New,Africa,Gulfstream,Citation X,Building Materials,479,114,9272,389,194,169,4104,249,65.74612146,5.103307268,1.287130416,0.9991618864,31.89235588,19.88653509,365,8883,25,3855,3.816176852,99.91618864,31.89235588
Avionics,Aluminum,12,New,Africa,Airbus,CRJ900,Building Materials,187,193,9676,247,847,109,3568,115,66.57942237,1.747468658,2.797223183,0.5323405871,41.83495574,47.09395541,-6,9429,738,3453,-1.049754525,53.23405871,41.83495574
Wing,Aluminum,46,New,Europe,Bombardier,CRJ900,Art Installations,951,54,6639,216,841,169,2849,173,76.06298925,7.030593883,3.474064324,0.5426097674,44.68666222,13.024321,897,6423,672,2676,3.556529559,54.26097674,44.68666222
Engine,Steel,41,New,Europe,Boeing,737,Automotive Components,286,193,2273,211,566,41,2607,349,68.21273205,2.835122833,4.922034815,0.6374007963,79.59282303,80.70575438,93,2062,525,2258,-2.086911982,63.74007963,79.59282303
Avionics,Titanium,18,New,Asia,Gulfstream,737,Furniture,683,173,2334,709,589,179,3577,155,57.80536686,2.809735469,1.378822479,0.646187519,37.34712965,95.23808282,510,1625,410,3422,1.43091299,64.6187519,37.34712965
Landing Gear,Composite,7,New,Africa,Gulfstream,E175,Furniture,777,93,5548,620,526,41,4942,238,89.81083247,4.721015308,1.594136442,0.4150041545,92.77345006,2.587993572,684,4928,485,4704,3.126878866,41.50041545,92.77345006
Landing Gear,Aluminum,7,Used,Asia,Cessna,Citation X,Automotive Components,626,97,3305,673,715,182,2996,229,81.46102287,7.474668334,2.52939909,0.5793986032,53.05334378,70.00126112,529,2632,533,2767,4.945269244,57.93986032,53.05334378
Landing Gear,Composite,2,New,Europe,Boeing,A320,Automotive Components,935,166,9984,834,629,98,2157,148,61.06667888,5.022381791,4.750315017,0.6255619027,88.42350122,69.80697219,769,9150,531,2009,0.2720667737,62.55619027,88.42350122
Fuselage,Titanium,41,New,South America,Embraer,737,Art Installations,101,139,7570,661,341,108,2508,422,64.63926774,3.242251745,1.062809962,0.3402506586,80.78179777,46.5690841,-38,6909,233,2086,2.179441783,34.02506586,80.78179777
Engine,Aluminum,16,New,Europe,Airbus,A320,Art Installations,965,132,4787,638,216,197,1977,134,78.46451596,9.91036843,1.223571419,0.485869132,94.61293978,84.05738788,833,4149,19,1843,8.686797011,48.5869132,94.61293978
Fuselage,Composite,4,Used,South America,Gulfstream,A320,Art Installations,440,82,7096,441,513,62,1107,308,59.42946245,9.399021941,3.983934654,0.5490709627,55.98409705,96.61726348,358,6655,451,799,5.415087287,54.90709627,55.98409705
Avionics,Steel,23,New,Europe,Embraer,G650,Furniture,912,163,6734,911,397,178,3135,395,83.10123718,1.253451891,4.828071371,0.6792193819,1.732304389,57.38139196,749,5823,219,2740,-3.57461948,67.92193819,1.732304389
Engine,Composite,35,Used,Australia,Airbus,A320,Building Materials,555,54,2024,768,101,174,2732,159,90.86627177,8.811050511,1.006750168,0.1539833702,99.8155996,70.75095085,501,1256,-73,2573,7.804300343,15.39833702,99.8155996
Avionics,Aluminum,20,Used,South America,Boeing,A320,Aircraft Maintenance,727,97,5066,697,965,82,3329,258,52.0428578,1.038900664,3.44053779,0.2188530365,9.724481602,52.01768914,630,4369,883,3071,-2.401637126,21.88530365,9.724481602
Avionics,Composite,5,New,Asia,Boeing,737,Furniture,889,45,6888,206,365,150,2201,322,75.79347511,2.289637071,4.547818242,0.3905325291,90.30602788,43.94569801,844,6682,215,1879,-2.258181171,39.05325291,90.30602788
Wing,Composite,18,Used,Europe,Cessna,737,Automotive Components,179,172,7714,292,278,119,1260,448,54.01057968,3.87092249,3.452915445,0.3940333639,45.67741308,3.8632515,7,7422,159,812,0.4180070452,39.40333639,45.67741308
Fuselage,Titanium,11,New,South America,Gulfstream,A320,Art Installations,136,187,6067,395,448,76,2795,440,76.77882993,4.848099303,3.96898379,0.4106285192,30.99003001,65.73361222,-51,5672,372,2355,0.8791155127,41.06285192,30.99003001
Wing,Aluminum,47,Used,North America,Boeing,A320,Aircraft Maintenance,637,160,1107,232,830,105,1067,164,58.40523111,8.833350433,1.477954362,0.8077859161,62.10784497,21.80845602,477,875,725,903,7.355396071,80.77859161,62.10784497
Wing,Steel,33,Used,Africa,Gulfstream,A320,Automotive Components,270,142,4316,290,532,56,4274,424,91.7021512,8.886278312,4.031257983,0.02871387637,61.37237768,27.95989192,128,4026,476,3850,4.855020329,2.871387637,61.37237768
Wing,Steel,30,New,Australia,Boeing,CRJ900,Art Installations,313,180,9333,723,985,49,3369,430,66.09278479,9.478649036,1.321498373,0.4256442989,18.43932442,90.51500331,133,8610,936,2939,8.157150663,42.56442989,18.43932442
Avionics,Steel,5,Used,Africa,Airbus,CRJ900,Aircraft Maintenance,873,104,2921,885,655,80,2202,436,90.52644807,9.931229826,3.142217893,0.9365768457,84.4536976,18.96925281,769,2036,575,1766,6.789011933,93.65768457,84.4536976
Fuselage,Composite,40,New,Asia,Boeing,CRJ900,Automotive Components,116,47,1016,399,874,135,4806,481,73.04569657,8.040572729,4.084330176,0.9480708877,81.54095874,79.78515996,69,617,739,4325,3.956242553,94.80708877,81.54095874
Engine,Composite,20,Used,South America,Gulfstream,CRJ900,Aircraft Maintenance,346,78,7536,385,769,95,4627,218,81.1682123,5.930542811,4.17829781,0.8217635793,10.12727099,88.57010279,268,7151,674,4409,1.752245001,82.17635793,10.12727099
Fuselage,Titanium,30,New,Australia,Airbus,G650,Furniture,879,89,3310,853,624,141,1523,176,68.9920262,3.593609515,4.973754816,0.8103250858,32.34536887,42.53264364,790,2457,483,1347,-1.380145301,81.03250858,32.34536887
Fuselage,Aluminum,30,New,Australia,Gulfstream,E175,Automotive Components,140,173,3041,295,738,197,4711,216,56.59494868,1.298766535,1.967665865,0.7832403354,91.75328465,81.47598471,-33,2746,541,4495,-0.66889933,78.32403354,91.75328465
Engine,Steel,12,New,North America,Boeing,Citation X,Aircraft Maintenance,457,25,7878,253,352,21,3604,266,64.43851534,3.19004345,2.24075002,0.5592497865,92.59451765,57.23313134,432,7625,331,3338,0.9492934298,55.92497865,92.59451765
Wing,Aluminum,38,Used,South America,Embraer,737,Furniture,946,112,1302,673,328,140,4882,269,78.74608508,1.773630561,4.084900554,0.5148249333,82.32365477,48.79159734,834,629,188,4613,-2.311269993,51.48249333,82.32365477
Wing,Titanium,9,Used,South America,Gulfstream,A320,Art Installations,117,75,6989,988,255,160,4181,226,63.00400806,9.244318104,1.441289983,0.2790757658,12.06145496,59.68857192,42,6001,95,3955,7.803028122,27.90757658,12.06145496
Engine,Aluminum,12,New,South America,Airbus,Citation X,Building Materials,637,114,6875,708,742,152,4571,351,73.3987624,1.134701766,4.810826844,0.4365143258,94.74614919,2.214197145,523,6167,590,4220,-3.676125078,43.65143258,94.74614919
Engine,Steel,22,New,Africa,Bombardier,737,Building Materials,340,63,8445,369,716,62,4141,411,81.08395036,6.595280481,2.674484323,0.7856751957,52.26702822,40.85175755,277,8076,654,3730,3.920796158,78.56751957,52.26702822
Landing Gear,Composite,7,Used,Europe,Bombardier,A320,Building Materials,722,197,3857,462,413,24,3838,242,53.49698997,6.507821632,2.973560492,0.5404872098,48.13424789,43.51635517,525,3395,389,3596,3.53426114,54.04872098,48.13424789
Wing,Aluminum,25,New,South America,Boeing,CRJ900,Furniture,584,50,3847,373,487,20,4736,411,69.72129637,5.506949614,4.081018891,0.7708205023,94.68324299,20.53272394,534,3474,467,4325,1.425930723,77.08205023,94.68324299
Engine,Steel,43,Used,South America,Embraer,E175,Building Materials,754,144,1953,472,656,128,4446,138,64.07156144,2.140024589,4.900230715,0.8335052558,40.76165162,31.86534419,610,1481,528,4308,-2.760206126,83.35052558,40.76165162
Landing Gear,Composite,30,New,South America,Boeing,737,Building Materials,129,148,4060,326,508,119,4063,137,71.60423143,6.562899947,4.382848304,0.3485524565,42.99041403,72.78372065,-19,3734,389,3926,2.180051643,34.85524565,42.99041403
Landing Gear,Composite,47,New,Asia,Bombardier,E175,Art Installations,112,164,2952,598,150,164,2476,444,86.83123093,2.379718023,3.263597307,0.5682605688,49.99861712,2.980523718,-52,2354,-14,2032,-0.8838792839,56.82605688,49.99861712
Avionics,Steel,10,New,Europe,Cessna,Citation X,Automotive Components,444,111,7434,527,653,49,2774,387,78.04869244,4.1594158,2.323093506,0.1411543064,62.86732624,75.99705028,333,6907,604,2387,1.836322294,14.11543064,62.86732624
Fuselage,Aluminum,10,Used,Europe,Airbus,Citation X,Automotive Components,985,127,8147,467,488,133,4777,477,51.88196172,9.77922345,4.119209254,0.05029530924,41.19143978,24.02150698,858,7680,355,4300,5.660014196,5.029530924,41.19143978
Engine,Titanium,32,Used,Africa,Boeing,G650,Building Materials,585,58,7733,638,710,192,2059,136,70.8046333,5.281625716,4.153511432,0.9580100914,55.9814525,54.26389325,527,7095,518,1923,1.128114284,95.80100914,55.9814525
Landing Gear,Titanium,7,New,Africa,Cessna,737,Automotive Components,775,193,3946,227,831,103,1704,339,59.19011898,7.842155426,1.645550283,0.978456306,8.349615262,10.44700203,582,3719,728,1365,6.196605143,97.8456306,8.349615262
Wing,Aluminum,21,New,North America,Boeing,737,Aircraft Maintenance,891,168,1508,780,216,22,1616,256,63.06123797,2.94889347,4.022324837,0.2009430484,28.01259864,61.15990472,723,728,194,1360,-1.073431366,20.09430484,28.01259864
Engine,Titanium,38,New,North America,Airbus,E175,Art Installations,364,127,6264,403,247,65,2171,383,56.40886741,5.406578023,4.428106026,0.09163730686,52.65737837,87.63098235,237,5861,182,1788,0.9784719972,9.163730686,52.65737837
Engine,Composite,0,Used,Europe,Airbus,A320,Automotive Components,398,39,2498,885,771,167,4466,484,78.94599367,8.998086759,2.384467885,0.2055313689,17.35678515,29.97872308,359,1613,604,3982,6.613618874,20.55313689,17.35678515
